name,blurb,slug,category,name_len,name_len_clean,launched_at_weekday,deadline_hr,created_at_month,launched_at_hr,create_to_launch_days,launch_to_deadline_days,SuccessfulBool,usd_goal,category_success_rate,category_popularity,category_median_goal,goal_vs_cat_median,location_popularity,location_success_rate
'just a second',An app that aims to prevent something no parent should ever have to experience; a collision with a child in a driveway.,just-a-second,Apps,3.0,2.0,Thursday,5,11,5,79,45,0,10.317661230732579,0.2654109589041096,7.063903961472068,9.433563920090563,0.6334488259041725,6.148468295917647,0.31982942430703626
Allo gardienne,Allo gardienne sera un site web avec des centainnes de gardiennes avec leur photos disponibilté et évaluation. Facebook+allostop.,allo-gardienne,Apps,2.0,2.0,Monday,12,2,12,0,30,0,10.040305905931447,0.2654109589041096,7.063903961472068,9.433563920090563,0.47420851744968323,5.303304908059076,0.24752475247524752
The Netflix Pulse Pauser,"This Apple Watch Application Will Monitor Your Heart Rate So Whenever You Fall Asleep Watching Netflix, You Wont Ever Miss A Wink.",the-netflix-pulse-pauser,Apps,4.0,4.0,Monday,9,2,9,1,30,0,10.146472946063877,0.2654109589041096,7.063903961472068,9.433563920090563,0.5381931099184589,6.066108090103747,0.42592592592592593
StartupMate - Connect with your future business partner,"Join us in creating the StartupMate mobile app! StartupMate is for you, who want a brand new and simple way to find a business partner.",startupmate-connect-with-your-future-business-part,Apps,8.0,6.0,Tuesday,11,1,11,5,30,0,7.264469122164284,0.2654109589041096,7.063903961472068,9.433563920090563,-1.1534459944066089,3.332204510175204,0.2413793103448276
iPhone App Lifeolio - Cloud Storage for your Life's Memories,Start saving your life's journey to the cloud.  No likes or comments needed.  Your own personal Website https://me.lifeol.io. - Free!,iphone-app-lifeolio-cloud-storage-for-your-lifes-m,Apps,10.0,8.0,Thursday,12,5,12,993,60,0,10.819798284210286,0.2654109589041096,7.063903961472068,9.433563920090563,0.8697165435459274,6.19644412779452,0.3475609756097561
Spot Buddy Fitness App,An app where average people can get paid to work out!,spot-buddy-fitness-app,Apps,4.0,4.0,Friday,1,1,14,9,26,0,12.429220196836383,0.2654109589041096,7.063903961472068,9.433563920090563,1.385207840256272,5.634789603169249,0.31316725978647686
GoRound Development,"Imagine a personalized restaurant finding service, free of any outside reviews, with no required user input. (Made by teenagers!)",goround-development,Apps,2.0,2.0,Wednesday,6,11,6,64,30,0,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,5.958424693029782,0.2912371134020619
buonMaestro,"the best Made in Italy
know the real Italian talents",buonmaestro,Apps,1.0,1.0,Wednesday,17,1,17,8,30,0,13.18441514037021,0.2654109589041096,7.063903961472068,9.433563920090563,1.558323806260782,1.0986122886681098,0.25
Artfusions App - Event Organizer,"Artfusions App is for party lovers, who have no time or no contacts to organise a memorable event. 3 clicks to hire the right peeps!",artfusions-app-event-organizer,Apps,5.0,5.0,Saturday,14,1,11,6,39,0,10.661906263641596,0.2654109589041096,7.063903961472068,9.433563920090563,0.801257965356021,2.5649493574615367,0.07142857142857142
Handic@pp: easy way to park,"Where can I find disabled parking?The objective of Handic@pp is to create a free App,that identifies parking spaces for disabled people",handicpp-easy-way-to-park,Apps,5.0,4.0,Tuesday,2,1,2,7,20,0,8.368966380114836,0.2654109589041096,7.063903961472068,9.433563920090563,-0.7249353115227914,3.4339872044851463,0.0625
appsolutely fun for everyone,I am creating a trendy app that will bring fun through music for all ages and has the potential to be enjoyed Internationally,appsolutely-fun-for-everyone,Apps,4.0,3.0,Tuesday,15,2,15,10,30,0,9.857149591756816,0.2654109589041096,7.063903961472068,9.433563920090563,0.3531788097439158,6.129050210060545,0.24782608695652175
GOOLI,We want to unite as many cafes and pubs as we can creating an app and using via stream video all around the world!,gooli,Apps,1.0,1.0,Monday,10,1,10,6,60,0,11.002116507732017,0.2654109589041096,7.063903961472068,9.433563920090563,0.9433425447827366,1.791759469228055,0.14285714285714285
Kalan,Aplicación para Android auxiliar en casos de emergencia. Envío recurrente de ubicación a contactos seleccionados.,kalan,Apps,1.0,1.0,Tuesday,11,12,11,32,30,0,6.192325975515812,0.2654109589041096,7.063903961472068,9.433563920090563,-1.4448551946895696,0.6931471805599453,0.3333333333333333
UNI Online Speed Dating Simulator App,Online Speed Dating Simulator. Social Discovery VideoChat App with built in Geolocation functionality.,uni-you-and-i-online-speed-dating-simulator-app,Apps,6.0,6.0,Tuesday,9,4,9,290,30,0,11.51293546492023,0.2654109589041096,7.063903961472068,9.433563920090563,1.1247255322792251,8.000014093678072,0.374916163648558
MissRetreat,Find your perfect Travel Companion with us! Designing an application to help women realize their travel dreams through companionship.,missretreat,Apps,1.0,1.0,Tuesday,19,2,8,0,24,0,12.154784614286667,0.2654109589041096,7.063903961472068,9.433563920090563,1.314051758058822,5.707110264748875,0.23509933774834438
Patriot Peer - Connecting the silent majority,"This App will disrupt the ""firewall of fear"". It's main features are radar for patriots, and a gamification for activism.",patriot-peer-connecting-the-silent-majority,Apps,7.0,6.0,Sunday,17,1,12,31,46,0,9.677809504597093,0.2654109589041096,7.063903961472068,9.433563920090563,0.21852939003134667,3.367295829986474,0.16666666666666666
Meet My Friends,"Creating a dating application that has you meet your potential pick's friends first, through a chat, before you go on a date.",meet-my-friends,Apps,3.0,3.0,Thursday,7,1,7,0,60,0,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,6.80128303447162,0.21666666666666667
"Swing Shift Hotels - Custom check-in, full 24 hour stay",A mobile app for hotel bookings which allows our guests a flexible check in and check out time. Arrive at a time of your convenience.,swing-shift-hotels-custom-check-in-full-24-hour-st,Apps,10.0,10.0,Monday,18,1,18,41,30,0,10.819798284210286,0.2654109589041096,7.063903961472068,9.433563920090563,0.8697165435459274,6.71174039505618,0.17496962332928312
Heat Check : The Legit Checking App,The purpose of this app is to determine the authenticity of a product. Right now it can legit check Supreme and only on Android.,heat-check-the-legit-checking-app,Apps,7.0,7.0,Tuesday,22,1,22,1,30,0,6.90875477931522,0.2654109589041096,7.063903961472068,9.433563920090563,-1.2598262903374722,7.323170717943469,0.4346965699208443
PrePark - It's like Uber for your driveway!,"PrePark is a new app that will change the way we park, forever.",prepark-its-like-uber-for-your-driveway,Apps,8.0,6.0,Tuesday,8,2,8,1,30,0,11.81179699291631,0.2654109589041096,7.063903961472068,9.433563920090563,1.2173528132895222,3.5553480614894135,0.2777777777777778
Open Space,Connect Personal Trainers with available or open space at local or distant private gyms.,open-space-1,Apps,2.0,2.0,Wednesday,14,1,14,1,25,0,9.61587214452889,0.2654109589041096,7.063903961472068,9.433563920090563,0.16746865016682644,5.25227342804663,0.2604166666666667
Reserve It - The resolution of reserving.,"Welcome to our first application Reserve It, our application will enable people who want to book and reserve their important needs.",reserve-it-the-resolution-of-reserving,Apps,7.0,6.0,Monday,17,1,17,10,60,0,9.144628221071212,0.2654109589041096,7.063903961472068,9.433563920090563,-0.2538168383212786,7.633369649679584,0.3313981615868408
Hype Knight,"Hype Knight is the newest platform to find nightlife entertainment, fun and adventure in real time, anywhere!",hype-knight,Apps,2.0,2.0,Monday,20,1,20,1,30,0,9.392745258631441,0.2654109589041096,7.063903961472068,9.433563920090563,-0.04000757797386861,5.19295685089021,0.2596685082872928
winiweek,"WiniWeek est un service en ligne qui assiste tous les utilisateurs des réseaux sociaux, blogs et forums !",winiweek,Apps,1.0,1.0,Wednesday,12,1,12,12,40,0,10.888367060928525,0.2654109589041096,7.063903961472068,9.433563920090563,0.8980465709999519,3.4011973816621555,0.3870967741935484
1001 Apps for Android,iPhone users have had their own way for too long. It's time to invite the rest of the world to the 1001 Apps party!,1001-apps-for-android,Apps,4.0,3.0,Wednesday,9,1,9,4,30,0,8.836636351433977,0.2654109589041096,7.063903961472068,9.433563920090563,-0.46808151357475875,5.655991810819852,0.6062717770034843
Cofoundr MVP Improvement,Cofoundr is an all in one platform that connects local entrepreneurs and provides entrepreneurs resources that can help them execute.,cofoundr-corp-startup-platform-seed-money,Apps,3.0,3.0,Sunday,19,1,19,6,20,0,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,6.71174039505618,0.17496962332928312
SportChat,SportChat allows you to connect with other sports fans while watching your favourite team play.,sportchat,Apps,1.0,1.0,Wednesday,11,12,11,4,60,0,10.517364227197987,0.2654109589041096,7.063903961472068,9.433563920090563,0.7341932973744861,6.129050210060545,0.24782608695652175
Mentorship Fomentando la Cultura de Emprendimiento.,"Mentorship la primer aplicación hecha para emprendedores, ofreciendo vacantes y servicios en la palma de tu mano.",mentorship-fomentando-la-cultura-de-emprendimiento,Apps,6.0,6.0,Tuesday,9,2,9,2,45,0,12.748499198568437,0.2654109589041096,7.063903961472068,9.433563920090563,1.4620823252288986,2.995732273553991,0.19047619047619047
PTSD and Suicide Saving Network App,I am creating an app and page that will network everyone into saving lives for anyone suffering with PTSD or suicidal thoughts!!,ptsd-and-suicide-saving-network-app,Apps,6.0,5.0,Thursday,10,12,10,0,60,0,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,5.19295685089021,0.2596685082872928
Postalpix app: photo prints & custom home decor,"Order stylish custom printed home decor and all your photo prints, right from your iPhone.",postalpix-app-photo-prints-and-custom-home-decor-0,Apps,8.0,8.0,Tuesday,11,2,11,0,30,0,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,8.000014093678072,0.374916163648558
Apocalypse Survival Training: an audio fitness adventure app,We're here to make your workout WAY more entertaining with the first iPhone/Android narrative fitness adventure app from Imaginactive.,apocalypse-survival-training-an-audio-fitness-adve,Apps,8.0,7.0,Wednesday,12,9,10,2,30,1,9.695558182633539,0.2654109589041096,7.063903961472068,9.433563920090563,0.2326932177877482,7.633369649679584,0.3313981615868408
Tickle: Learn to Code to make iPhone+iPad Apps and Games,Programming that's as fun and easy as playing with LEGOs! Learn to make apps directly on iPads and Android tablets.,tickle-learn-to-code-using-scratch-to-make-iphone,Apps,10.0,7.0,Friday,20,6,5,63,31,1,10.308985993422082,0.2654109589041096,7.063903961472068,9.433563920090563,0.6288337398666805,8.000014093678072,0.374916163648558
EXTRAORDINARY: Making the world a better place (free app!),"STAFF PICK: Every time you eat out, go shopping or do something fun, you help employ someone in need to plant a tree.",discover-extraordinary-experiences-in-your-city-fr,Apps,9.0,7.0,Wednesday,1,7,21,2,36,1,9.133092997050447,0.2654109589041096,7.063903961472068,9.433563920090563,-0.2627264473637439,8.000014093678072,0.374916163648558
RogerVoice Phone engaging the world with the hard-of-hearing,An app to allow the deaf to phone. The 1st mobile app available worldwide that subtitles phone conversations in real time.,rogervoice-phone-engaging-the-world-with-the-hard,Apps,8.0,5.0,Monday,16,8,11,46,30,1,9.90353755128617,0.2654109589041096,7.063903961472068,9.433563920090563,0.3852444626675859,4.859812404361672,0.3153846153846154
iheart poetics : a visual poetry app for iPhone,An application enabling the creation and sharing of interactive visual poems that merge moveable text with photographs and imagery,iheart-poetics-a-visual-poetry-app-for-iphone,Apps,9.0,7.0,Tuesday,14,11,14,13,37,1,9.852246888342531,0.2654109589041096,7.063903961472068,9.433563920090563,0.3497289540843278,7.323170717943469,0.4346965699208443
Next Keyboard - The Perfect Keyboard for iPhone,"A keyboard that puts more power at your fingertips with super fast editing, predictive typing, instant emojis, and beautiful themes!",next-keyboard-the-perfect-keyboard-for-iphone,Apps,8.0,7.0,Thursday,21,10,23,41,43,1,9.073963609409004,0.2654109589041096,7.063903961472068,9.433563920090563,-0.3071907673493293,6.129050210060545,0.24782608695652175
Know Your City: Portland's Social History App 2.0!,"A phone app and website giving a tour of Portland history through interviews, art and photos.",know-your-city-portlands-social-history-app-20,Apps,8.0,8.0,Tuesday,19,5,20,19,31,1,8.006700845440367,0.2654109589041096,7.063903961472068,9.433563920090563,-0.886599507621084,5.634789603169249,0.31316725978647686
Bindle | The new way to travel,Bindle – the unique travel guide and meet up platform helping travellers discover new adventures!,bindle-the-new-way-to-travel,Apps,7.0,6.0,Saturday,21,8,21,7,30,1,9.315136522810137,0.2654109589041096,7.063903961472068,9.433563920090563,-0.11192358905039325,2.70805020110221,0.375
"Authorized DEVO Synthesizer and Robot Maker App , DEVOBOTS","DEVOBOTS: 
is a DEVO Synthesizer featuring unreleased DEVO sounds coupled with a powerful DEVO Robot Maker",authorized-devo-synthesizer-and-robot-maker-app-de,Apps,9.0,8.0,Monday,20,8,20,7,28,1,9.61587214452889,0.2654109589041096,7.063903961472068,9.433563920090563,0.16746865016682644,8.000014093678072,0.374916163648558
Mootch: On-Demand Renting,Mootch is a new platform for on-demand renting of everyday goods. We make it possible for people to rent the items and gear they need.,mootch-on-demand-renting,Apps,3.0,3.0,Wednesday,12,7,12,7,30,1,9.61587214452889,0.2654109589041096,7.063903961472068,9.433563920090563,0.16746865016682644,7.323170717943469,0.4346965699208443
WildHelp,"Find help for an injured animal, fast! This app will connect users with the nearest rescuers, based on GPS and type of animal found.",wildhelp,Apps,1.0,1.0,Thursday,2,9,17,3,34,1,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,8.000014093678072,0.374916163648558
MixAR: 3D Augmented Reality Editor for iPhone,"MixAR is an iPhone App allowing users to easily create and share custom 3D augmented reality models, movies and experiences. ",mixar-augmented-reality-editor-for-iphone,Apps,7.0,6.0,Wednesday,11,11,15,23,57,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,5.303304908059076,0.24752475247524752
1 Second Everyday App,Imagine a movie that includes every day of the rest of your life…,1-second-everyday-app,Apps,4.0,4.0,Tuesday,9,10,9,47,30,1,9.90353755128617,0.2654109589041096,7.063903961472068,9.433563920090563,0.3852444626675859,7.323170717943469,0.4346965699208443
Play AR,"Play AR lets you play, create and publish augmented reality video games in the real world, no programming required!",play-ar,Apps,2.0,2.0,Tuesday,17,9,17,22,60,1,10.308985993422082,0.2654109589041096,7.063903961472068,9.433563920090563,0.6288337398666805,7.323170717943469,0.4346965699208443
Amikumu: the app to use languages with people near you,Find and contact people nearby who speak a specific language. / Trovu kaj kontaktu esperantistojn apude.,amikumu-the-app-to-use-languages-with-people-near,Apps,10.0,6.0,Tuesday,16,8,1,57,29,1,9.141195874530311,0.2654109589041096,7.063903961472068,9.433563920090563,-0.2564762297787994,3.9512437185814275,0.4528301886792453
"StoryPress: Human History, Told through Personal Stories","Integrate photos and music into StoryPress, a free app that helps people capture their life stories.",storypress-human-history-told-through-personal-sto,Apps,7.0,6.0,Sunday,17,1,17,66,30,1,9.61587214452889,0.2654109589041096,7.063903961472068,9.433563920090563,0.16746865016682644,6.80128303447162,0.21666666666666667
12Bar for iPad: Create and Share Chord Charts and Set Lists,"Create and share lyrics, charts and sets with your band and friends. Intuitively designed by musicians for studio and live performance.",12bar-for-ipad-create-and-share-chord-charts-and-s,Apps,11.0,8.0,Friday,12,5,7,107,30,1,9.392745258631441,0.2654109589041096,7.063903961472068,9.433563920090563,-0.04000757797386861,6.80128303447162,0.21666666666666667
PlantSnap: Identify Plants with an App,"Join us in creating the PlantSnap mobile app! Snap a photo of a plant, flower, or tree, and PlantSnap tells you what it is!",plantsnap-identify-plants-with-an-app,Apps,6.0,4.0,Tuesday,23,8,15,76,35,1,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,5.958424693029782,0.2912371134020619
Marvelous Machines: Augmented Reality Children's Book,A fun augmented reality children's book.  Let's explore hidden worlds together!,marvelous-machines-for-silly-things,Apps,6.0,6.0,Tuesday,22,5,8,14,31,1,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,5.7745515455444085,0.33436532507739936
Simple Bracket,Simple Bracket is an iPhone app for filling in college basketball tournament brackets and competing with friends and family.,simple-bracket,Apps,2.0,2.0,Tuesday,22,1,9,19,28,1,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,7.323170717943469,0.4346965699208443
Portland Afoot: The App!,"We've shot past our goal! Now we just want everyone to be part of it. So we've created a bunch of sweet $1 prizes. That's right, $1.",portland-afoot-the-app-1,Apps,4.0,4.0,Thursday,16,7,16,4,30,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,5.634789603169249,0.31316725978647686
Menu and Hours: An iPhone App,"All the information you want about restaurants (menus, hours, contact info) with none of the stuff you hate about restaurant websites.",menu-and-hours-an-iphone-app,Apps,6.0,5.0,Thursday,12,12,12,8,30,1,8.699681400989514,0.2654109589041096,7.063903961472068,9.433563920090563,-0.5503631246796438,4.343805421853684,0.20512820512820512
First ever iPhone walking tour app for NYC's Upper West Side  ,Experience the architecture and history of NYC's West Side like never before with an iPhone walking tour app.,first-ever-iphone-walking-tour-app-for-nycs-upper,Apps,11.0,10.0,Tuesday,16,8,7,5,35,1,8.006700845440367,0.2654109589041096,7.063903961472068,9.433563920090563,-0.886599507621084,7.323170717943469,0.4346965699208443
Alpha Zoo mobile app | Unlock 26 alphabet-loving beasties!,Welcome to the weird and wonderful Alpha Zoo – a fun-packed new app designed with parents and kids in mind.,alpha-zoo-mobile-app-unlock-26-alphabet-loving-bea,Apps,9.0,9.0,Friday,11,9,11,10,30,1,8.983153438448484,0.2654109589041096,7.063903961472068,9.433563920090563,-0.37184660715748735,7.633369649679584,0.3313981615868408
FRICKbits: your data is now art on your iphone,"It’s your life, take back your data and turn it into art. Free iphone app from data artist Laurie Frick.",frickbits-your-data-is-now-art-on-your-iphone,Apps,9.0,4.0,Saturday,19,8,20,5,28,1,8.922791623969637,0.2654109589041096,7.063903961472068,9.433563920090563,-0.41262097446333773,6.80128303447162,0.21666666666666667
"Dark Sky - Weather Prediction, Reinvented",Down-to-the-minute weather prediction for your exact location. Accompanied by stunning high-resolution radar animations.,dark-sky-hyperlocal-weather-prediction-and-visuali,Apps,6.0,6.0,Wednesday,11,9,11,29,35,1,10.463131911491967,0.2654109589041096,7.063903961472068,9.433563920090563,0.707822958288449,7.323170717943469,0.4346965699208443
REFORESTUM: Place and grow your own forest in real life!,Did you ever want to plant a tree to help make the world a better place? How about planting a whole forest through our App?,reforestum,Apps,10.0,6.0,Sunday,11,12,11,20,31,1,10.404066364784901,0.2654109589041096,7.063903961472068,9.433563920090563,0.6782885582988597,1.791759469228055,0.2857142857142857
Transit App for iOS 6 and Beyond,Help us put transit directions back on the iPhone!,transit-app-for-ios-6-and-beyond,Apps,7.0,5.0,Thursday,15,6,15,20,30,1,10.12667110305036,0.2654109589041096,7.063903961472068,9.433563920090563,0.5265654106330362,7.323170717943469,0.4346965699208443
Graffmap: discover and share street art,Graffmap lets you upload your pictures of street art on a map for others to admire online or in person!,graffmap-discover-and-share-street-art,Apps,6.0,5.0,Sunday,14,3,14,52,30,1,9.019992514435472,0.2654109589041096,7.063903961472068,9.433563920090563,-0.3461194137875569,5.303304908059076,0.24752475247524752
Complete iOS 8 Developer Course Using Swift - No Mac Needed!,An online course to teach anyone how to code by building real apps (like Instagram and Snapchat clones) for iOS8 using XCode and Swift.,complete-ios8-developer-course-using-swift,Apps,11.0,11.0,Tuesday,3,6,3,5,30,1,8.133393456967452,0.2654109589041096,7.063903961472068,9.433563920090563,-0.83298323459012,7.633369649679584,0.3313981615868408
hopshack,A mobile encyclopedia for discovering and learning about craft beer and breweries.,hop-shack-sip-enjoy-discover,Apps,1.0,1.0,Tuesday,11,7,11,33,30,1,8.699681400989514,0.2654109589041096,7.063903961472068,9.433563920090563,-0.5503631246796438,4.406719247264253,0.30120481927710846
Detective Dot - Adventure stories for a fairer world,"Adventure stories for kids starring Detective Dot, an 8 year old coder who uses tech to solve global problems.",detective-dot-adventure-stories-for-a-fairer-world,Apps,9.0,7.0,Wednesday,11,11,4,22,36,1,9.844708811969676,0.2654109589041096,7.063903961472068,9.433563920090563,0.3444013549687203,7.633369649679584,0.3313981615868408
Membus Tour: creating the world's first video dictionary,"A European bus tour to create a video dictionary of 100,000 native speakers, to make learning languages on mobile truly joyful.",membus-tour-creating-the-worlds-first-video-dictio,Apps,8.0,7.0,Tuesday,9,10,9,22,30,1,11.239284473545055,0.2654109589041096,7.063903961472068,9.433563920090563,1.0316603877881367,7.633369649679584,0.3313981615868408
Linute: making later happen now,Linute: your new favorite mobile app. see what your friends & places are up to. all within the next 24 hours.,linute-making-later-happen-now,Apps,5.0,4.0,Thursday,10,11,10,129,30,1,9.975854724662028,0.2654109589041096,7.063903961472068,9.433563920090563,0.4332688465766818,7.323170717943469,0.4346965699208443
CropSwap - Trade Fruits and Vegetables Hyper-locally.,"App to trade homegrown, perfectly ripe heirloom fruits and vegetables in our own neighborhood.  Let's take control of our food system!",cropswap-trade-fruits-and-vegetables-hyper-locally,Apps,7.0,6.0,Wednesday,1,11,1,57,30,1,9.90353755128617,0.2654109589041096,7.063903961472068,9.433563920090563,0.3852444626675859,8.000014093678072,0.374916163648558
PIVOTtheWorld,PIVOT is an app that lets you see what a place looked like in the past and digitally streamlines the preservation of culture & history!,pivottheworld,Apps,1.0,1.0,Wednesday,23,1,23,12,45,1,10.308985993422082,0.2654109589041096,7.063903961472068,9.433563920090563,0.6288337398666805,6.066108090103747,0.42592592592592593
Beelinguapp: Learn any Language!,An audiobook app that shows texts in two different languages side by side. It has a karaoke reading style to guide your reading.,beelinguapp-read-and-listen-two-languages-in-paral,Apps,4.0,3.0,Tuesday,11,12,11,5,41,1,9.44608896727241,0.2654109589041096,7.063903961472068,9.433563920090563,0.012447257649957801,3.9512437185814275,0.4528301886792453
The connected body suit that watches over your horse 24/7,Equisense Care is a connected body suit which enables the rider to measure their horse’s well-being and to follow his health.,the-connected-body-suit-that-watches-over-your-hor,Apps,10.0,7.0,Monday,12,11,12,13,30,1,10.87705558784925,0.2654109589041096,7.063903961472068,9.433563920090563,0.8934280277605999,2.3978952727983707,0.4166666666666667
Tynker: Let Any Child Create Mobile Games,"A platform for kids of all ages to design and build interactive games. Dream, code, and create your own apps.",immersive-game-worlds-for-kids-to-learn-programmin,Apps,7.0,7.0,Friday,16,3,16,34,36,1,11.51293546492023,0.2654109589041096,7.063903961472068,9.433563920090563,1.1247255322792251,8.000014093678072,0.374916163648558
Make iPhone apps + Apple Watch apps with Swift for iOS 8,Swift iPhone App Course Bundle - Learn how to make iPhone and Apple Watch apps designed for iOS 8. No programming experience required.,31-days-make-iphone-apps-and-games-with-swift-for,Apps,12.0,10.0,Friday,10,8,10,11,45,1,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,7.323170717943469,0.4346965699208443
Goodnight Lad: Augmented Reality Children's Book,A charming augmented reality children's book.  Let's explore hidden worlds together!,goodnight-lad-augmented-reality-childrens-book,Apps,6.0,6.0,Tuesday,22,1,10,29,31,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,5.7745515455444085,0.33436532507739936
The perFIcT Fitness App,"A fitness app that finds the perFIcT program for you. Achieving fitness goals is difficult, we're here to help.",the-perfict-fitness-app,Apps,4.0,4.0,Wednesday,1,3,20,9,46,1,9.90353755128617,0.2654109589041096,7.063903961472068,9.433563920090563,0.3852444626675859,6.148468295917647,0.31982942430703626
BudgetPlan - Budget Like a Boss!,Create a budget based on your paydays. See what you need to pay from each paycheck and what is left to spend. Budgeting made simple.,budgetplan-budget-like-a-boss,Apps,6.0,5.0,Wednesday,11,11,11,33,30,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,6.066108090103747,0.42592592592592593
"When your friends can't join you, get a Stand-in! (an app)",Create a request for someone to join you at an event or activity when your friends can't. (Or join someone!),when-your-friends-cant-join-you-get-a-stand-in-an,Apps,11.0,9.0,Friday,23,5,12,45,33,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,6.19644412779452,0.3475609756097561
+1 Math: The U.S. Has a Math Crisis. You Can Help.,"Developed by educators, technovators and gamers, +1 Math improves math ability, confidence and test scores for students grades 4-12.",1-math-the-us-has-a-math-crisis-you-can-help,Apps,11.0,10.0,Monday,19,1,22,94,30,1,11.225256725762893,0.2654109589041096,7.063903961472068,9.433563920090563,1.026648152225095,7.323170717943469,0.4346965699208443
The Complete Virtual Reality Game Development Course,Enroll in the world's most comprehensive online course on VR game development with Unity. Learn by building 15 projects!,become-a-professional-vr-game-developer-from-zero,Apps,7.0,7.0,Wednesday,11,10,11,26,60,1,8.23767828997557,0.2654109589041096,7.063903961472068,9.433563920090563,-0.7865854412869203,4.941642422609304,0.14184397163120568
Track My Roll - Mobile Bowling Shot Tracking App,This app uses a state of the art tracking system to determine position & speed of a bowling shot from your mobile device. No tripods!!,track-my-roll-mobile-bowling-shot-tracking-app,Apps,9.0,9.0,Tuesday,14,1,14,119,28,1,7.824445930877619,0.2654109589041096,7.063903961472068,9.433563920090563,-0.9590122290541916,5.998936561946683,0.297029702970297
FLUX: Music that is never the same twice,FLUX is an innovative new app by Adrian Belew that blends music and art into an interactive experience that NEVER plays the same twice.,flux-music-that-is-never-the-same-twice,Apps,8.0,4.0,Wednesday,16,4,16,151,60,1,4.61512051684126,0.2654109589041096,7.063903961472068,9.433563920090563,-1.761032769484108,5.117993812416755,0.23809523809523808
Codemurai - App to Learn Programming,"Learn to create games, websites, iOS and Android apps with interactive mobile lessons.",learn-to-make-games-apps-and-websites-on-your-phon,Apps,6.0,5.0,Wednesday,9,11,9,78,30,1,9.551537215757447,0.2654109589041096,7.063903961472068,9.433563920090563,0.11151748863984087,4.941642422609304,0.14184397163120568
Autism Village | Easily Find Autism Friendly Places,"Help us to make stretch goals for Android and tablets for a FREE app to find, add, rate, & review places for their autism friendliness.",autism-village-easily-find-autism-friendly-places,Apps,8.0,8.0,Friday,14,10,14,154,45,1,10.55843949396453,0.2654109589041096,7.063903961472068,9.433563920090563,0.7537132471909841,5.998936561946683,0.297029702970297
"Lignite Music Player for iOS, Pebble, Apple Watch & iPad",The only good looking music app in portrait- AND landscape mode! Gesture-driven and easy to use. Let's make music on iOS great again!,lignite-ios-music-player-for-ios,Apps,10.0,9.0,Thursday,16,4,16,73,30,1,6.644528405574508,0.2654109589041096,7.063903961472068,9.433563920090563,-1.3321115050503503,6.129050210060545,0.24782608695652175
REAL - A Guide for Living - more than just a meditation app,An App for those seeking guidance and mindfulness. Come connect with Bobby and each other,real-a-guide-for-living-more-than-just-a-meditatio,Apps,13.0,8.0,Wednesday,6,9,14,37,34,1,10.332240547231512,0.2654109589041096,7.063903961472068,9.433563920090563,0.641157131464119,0.6931471805599453,0.6666666666666666
Beach Caddy: World's First App and Service for Beach Goers!,"Our Motto: Beach Time is Family Time. Our Mission: Change the Way People Vacation. Our Reality: Making the Impossible, Possible.",beach-caddy-worlds-first-app-and-service-for-beach,Apps,10.0,8.0,Saturday,10,5,9,5,55,1,8.517393171418904,0.2654109589041096,7.063903961472068,9.433563920090563,-0.650328792838744,5.579729825986222,0.20676691729323307
MOCAFI,"Unify with Mocafi: Financial Empowerment  for Everyone.
The mobile answer for the financially underserved.",mocafi,Apps,1.0,1.0,Tuesday,13,11,13,27,32,1,9.61587214452889,0.2654109589041096,7.063903961472068,9.433563920090563,0.16746865016682644,7.323170717943469,0.4346965699208443
Flag・free photo prints - forever!,"An app that delivers 20 free photo prints a month, with no shipping or handling fees, more detail, better color and 300 year longevity.",flagfree-photo-prints-forever,Apps,5.0,5.0,Wednesday,5,9,9,5,43,1,9.210440366976517,0.2654109589041096,7.063903961472068,9.433563920090563,-0.20140787622548764,8.000014093678072,0.374916163648558
Bam Boomerang: Help Kids Learn to Read,Bam Boomerang is the first learn-to-read app that gives children the effective feedback they need as they read out loud.,bam-boomerang,Apps,7.0,6.0,Monday,7,10,7,9,30,1,10.308985993422082,0.2654109589041096,7.063903961472068,9.433563920090563,0.6288337398666805,8.000014093678072,0.374916163648558
